pathway_id	gene_id	counts	symbol	kegg_id	flybase_id				
dme03040	35571	1	CG17266	CG17266	FBgn0033089				
dme03040	7354399	1	CG17454	CG17454	FBgn0039977				
dme03040	3772012	2	CG17768	CG17768	FBgn0032240				
dme03040	38229	2	CG2021	CG2021	FBgn0035271				
dme03040	31259	1	CG2685	CG2685	FBgn0024998				
dme03040	33235	1	CG2807	CG2807	FBgn0031266				
dme03040	41437	1	CG31368	CG31368	FBgn0051368				
dme03040	33180	1	CG3436	CG3436	FBgn0031229				
dme03040	33513	1	CG3542	CG3542	FBgn0031492				
dme03040	33514	1	CG3605	CG3605	FBgn0031493				
dme03040	31481	1	CG4119	CG4119	FBgn0028474				
dme03040	40785	1	CG42724	CG42724	FBgn0261641				
dme03040	43358	1	CG4849	CG4849	FBgn0039566				
dme03040	42593	1	CG6015	CG6015	FBgn0038927				
dme03040	32464	1	CG6227	CG6227	FBgn0030631				
dme03040	39218	1	CG6418	CG6418	FBgn0036104				
dme03040	38693	2	CG6610	CG6610	FBgn0035675				
dme03040	34608	1	CG6686	CG6686	FBgn0032388				
dme03040	40064	1	CG6841	CG6841	FBgn0036828				
dme03040	42539	3	CG7907	CG7907	FBgn0038887				
dme03040	37372	2	CG9344	CG9344	FBgn0034564				
dme03040	37381	1	CG9346	CG9346	FBgn0034572				
dme03040	33909	1	CG9548	CG9548	FBgn0031822				
dme03040	40960	1	CG9667	CG9667	FBgn0037550				
dme03040	31208	1	crn	CG3193	FBgn0000377				
dme03040	36984	1	cyp33	CG4886	FBgn0028382				
dme03040	38069	1	Cypl	CG13892	FBgn0035141				
dme03040	33645	1	Dim1	CG3058	FBgn0031601				
dme03040	39456	1	Dlit\CG10754	CG10754	FBgn0064544				
dme03040	38093	1	Dmir\CG13900	CG13900	FBgn0084634				
dme03040	35173	3	Dyak\GE13225	CG10473	FBgn0068506				
dme03040	38720	1	Dyak\GE20495	CG13298	FBgn0068445				
dme03040	40987	3	eIF4AIII	CG7483	FBgn0037573				
dme03040	36514	1	fand	CG6197	FBgn0033859				
dme03040	33781	3	Hel25E	CG7269	FBgn0014189				
dme03040	44173	2	hoip	CG3949	FBgn0015393				
dme03040	40723	2	Hpr1	CG2031	FBgn0037382				
dme03040	48535	1	Hrb87F	CG12749	FBgn0004237				
dme03040	43385	1	Hrb98DE	CG9983	FBgn0001215				
dme03040	39542	3	Hsc70-1	CG8937	FBgn0001216				
dme03040	41609	3	Hsc70-2	CG7756	FBgn0001217				
dme03040	41840	3	Hsc70-4	CG4264	FBgn0266599				
dme03040	42852	3	Hsp68	CG5436	FBgn0001230				
dme03040	48581	3	Hsp70Aa	CG31366	FBgn0013275				
dme03040	44920	3	Hsp70Ab	CG18743	FBgn0013276				
dme03040	44921	3	Hsp70Ba	CG31449	FBgn0013277				
dme03040	48582	3	Hsp70Bb	CG31359	FBgn0013278				
dme03040	50022	3	Hsp70Bbb	CG5834	FBgn0051354				
dme03040	48583	3	Hsp70Bc	CG6489	FBgn0013279				
dme03040	32069	1	l(1)10Bb	CG1639	FBgn0001491				
dme03040	32373	1	l(1)G0007	CG32604	FBgn0026713				
dme03040	35192	1	l(2)37Cb	CG10689	FBgn0086444				
dme03040	39737	1	l(3)72Ab	CG5931	FBgn0263599				
dme03040	42842	2	LSm3	CG31184	FBgn0051184				
dme03040	35003	2	LSm7	CG13277	FBgn0261068				
dme03040	37402	3	mago	CG9401	FBgn0002736				
dme03040	40678	1	noi	CG2925	FBgn0014366				
dme03040	36561	1	pea	CG8241	FBgn0086895				
dme03040	42285	1	Prp18	CG6011	FBgn0027784				
dme03040	37123	2	Prp19	CG5519	FBgn0261119				
dme03040	40172	1	Prp3	CG7757	FBgn0036915				
dme03040	39655	1	Prp31	CG6876	FBgn0036487				
dme03040	35934	1	Prp38	CG30342	FBgn0050342				
dme03040	36304	1	Prp8	CG8877	FBgn0033688				
dme03040	38173	1	pUf68	CG12085	FBgn0028577				
dme03040	44029	3	Ref1	CG1101	FBgn0010774				
dme03040	34667	3	Ref2	CG17031	FBgn0032439				
dme03040	40739	1	Rm62	CG10279	FBgn0003261				
dme03040	53444	1	SC35	CG5442	FBgn0265298				
dme03040	3346235	1	scaf6	CG33522	FBgn0261872				
dme03040	53443	1	SF2	CG6987	FBgn0040284				
dme03040	43427	1	Slu7	CG1420	FBgn0039626				
dme03040	34426	1	SmB	CG5352	FBgn0262601				
dme03040	44668	1	SmD1	CG10753	FBgn0261933				
dme03040	40781	1	SmD2	CG1249	FBgn0261789				
dme03040	36306	1	SmD3	CG8427	FBgn0023167				
dme03040	34080	1	SmE	CG18591	FBgn0261790				
dme03040	36314	1	SmF	CG16792	FBgn0000426				
dme03040	32636	1	SmG	CG9742	FBgn0261791				
dme03040	3772192	2	snRNA:U2:14B	CR32913	FBgn0003920				
dme03040	3772392	2	snRNA:U2:34ABa	CR31850	FBgn0004191				
dme03040	3771927	2	snRNA:U2:34ABb	CR31854	FBgn0004192				
dme03040	3772337	2	snRNA:U2:34ABc	CR33788	FBgn0041720				
dme03040	3772126	2	snRNA:U2:38ABa	CR32882	FBgn0003922				
dme03040	3772048	2	snRNA:U2:38ABb	CR32878	FBgn0003923				
dme03040	3772327	2	snRNA:U6:96Aa	CR31379	FBgn0004188				
dme03040	3772330	2	snRNA:U6:96Ab	CR32867	FBgn0004189				
dme03040	3772628	2	snRNA:U6:96Ac	CR31539	FBgn0004190				
dme03040	33982	1	snRNP-U1-70K	CG8749	FBgn0016978				
dme03040	42274	1	snRNP-U1-C	CG5454	FBgn0261792				
dme03040	3355114	1	Spf45	CG17540	FBgn0086683				
dme03040	31558	1	Spx	CG3780	FBgn0015818				
dme03040	32168	1	Tango4	CG1796	FBgn0030365				
dme03040	40983	2	tex	CG9615	FBgn0037569				
dme03040	326153	2	tho2	CG31671	FBgn0031390				
dme03040	36619	1	tra2	CG10128	FBgn0003742				
dme03040	35924	3	tsu	CG8781	FBgn0033378				
dme03040	35713	1	U2A	CG1406	FBgn0033210				
dme03040	33201	1	U2af38	CG3582	FBgn0017457				
dme03040	32602	1	U2af50	CG9998	FBgn0005411				
dme03040	39955	1	U4-U6-60K	CG6322	FBgn0036733				
dme03040	32881	1	Usp39	CG7288	FBgn0030969				
dme03040	33967	1	x16	CG10203	FBgn0028554				
dme03040	47457	1	ytr	CG18426	FBgn0021895				
dme03050	246582	1	CG30382	CG30382	FBgn0050382				
dme03050	35176	1	Dmau\CG42641	CG42641	FBgn0040458				
dme03050	36277	1	PI31	CG8979	FBgn0033669				
dme03050	35342	1	Pomp	CG9324	FBgn0032884				
dme03050	45780	1	Prosalpha1	CG18495	FBgn0263121				
dme03050	41531	1	Prosalpha2	CG5266	FBgn0086134				
dme03050	37378	1	Prosalpha3	CG9327	FBgn0261394				
dme03050	43679	1	Prosalpha3T	CG1736	FBgn0261395				
dme03050	32584	1	Prosalpha4	CG3422	FBgn0004066				
dme03050	42457	1	Prosalpha4T1	CG17268	FBgn0265606				
dme03050	37910	1	Prosalpha4T2	CG4569	FBgn0017556				
dme03050	36951	1	Prosalpha5	CG10938	FBgn0016697				
dme03050	34359	1	Prosalpha6	CG4904	FBgn0250843				
dme03050	34726	1	Prosalpha6T	CG5648	FBgn0032492				
dme03050	36018	1	Prosalpha7	CG1519	FBgn0023175				
dme03050	46058	1	Prosbeta1	CG8392	FBgn0010590				
dme03050	39628	1	Prosbeta2	CG3329	FBgn0023174				
dme03050	31511	1	Prosbeta2R1	CG18341	FBgn0029812				
dme03050	40621	1	Prosbeta2R2	CG12161	FBgn0037296				
dme03050	41079	1	Prosbeta3	CG11981	FBgn0026380				
dme03050	34999	1	Prosbeta4	CG17331	FBgn0032596				
dme03050	33449	1	Prosbeta4R1	CG17301	FBgn0031442				
dme03050	33451	1	Prosbeta4R2	CG17302	FBgn0031443				
dme03050	45269	1	Prosbeta5	CG12323	FBgn0029134				
dme03050	37690	1	Prosbeta5R1	CG9868	FBgn0034842				
dme03050	318924	1	Prosbeta5R2	CG31742	FBgn0051742				
dme03050	39855	1	Prosbeta6	CG4097	FBgn0002284				
dme03050	40639	1	Prosbeta7	CG12000	FBgn0250746				
dme03050	32274	1	REG	CG1591	FBgn0029133				
dme03050	40174	1	Rpn1	CG7762	FBgn0028695				
dme03050	40388	1	Rpn10	CG7619	FBgn0015283				
dme03050	33738	1	Rpn11	CG18174	FBgn0028694				
dme03050	39845	1	Rpn12	CG4157	FBgn0028693				
dme03050	2768973	1	Rpn12R	CG11552	FBgn0036465				
dme03050	43449	1	Rpn2	CG11888	FBgn0028692				
dme03050	40717	1	Rpn5	CG1100	FBgn0028690				
dme03050	36638	1	Rpn6	CG10149	FBgn0028689				
dme03050	42641	1	Rpn7	CG5378	FBgn0028688				
dme03050	37894	1	Rpn8	CG3416	FBgn0002787				
dme03050	42802	1	Rpn9	CG10230	FBgn0028691				
dme03050	35701	1	Rpt1	CG1341	FBgn0028687				
dme03050	42828	1	Rpt2	CG5289	FBgn0015282				
dme03050	32047	1	Rpt3	CG16916	FBgn0028686				
dme03050	41190	1	Rpt3R	CG9475	FBgn0037742				
dme03050	31567	1	Rpt4	CG3455	FBgn0028685				
dme03050	39351	1	Rpt4R	CG7257	FBgn0036224				
dme03050	42805	1	Rpt5	CG10370	FBgn0028684				
dme03050	33105	1	Rpt6	CG1489	FBgn0020369				
dme03050	43635	1	Rpt6R	CG2241	FBgn0039788				
dme03050	50428	2	Sem1	CG13779	FBgn0266666				
dme03060	37337	1	CG11110	CG11110	FBgn0034535				
dme03060	36310	3	CG8860	CG8860	FBgn0033691				
dme03060	32505	1	CG9240	CG9240	FBgn0030669				
dme03060	42885	1	Dpse\GA19051	CG5677	FBgn0079049				
dme03060	39222	1	Dpse\GA19566	CG6404	FBgn0079562				
dme03060	33905	3	Dsim\CG9539	CG9539	FBgn0045578				
dme03060	40815	1	Dsim\GD19887	CG2358	FBgn0083456				
dme03060	39028	1	Dyak\GE20795	CG5064	FBgn0068299				
dme03060	38819	2	Dyak\GE21609	CG8583	FBgn0068215				
dme03060	47251	1	Gtp-bp	CG2522	FBgn0010391				
dme03060	32133	2	Hsc70-3	CG4147	FBgn0001218				
dme03060	46080	3	Sec61beta	CG10130	FBgn0010638				
dme03060	32968	3	Sec61gamma	CG14214	FBgn0031049				
dme03060	50096	1	Spase12	CG11500	FBgn0040623				
dme03060	32095	1	Spase25	CG1751	FBgn0030306				
dme03060	42436	1	Srp14	CG5417	FBgn0038808				
dme03060	38815	1	Srp19	CG4457	FBgn0015298				
dme03060	38593	1	Srp54k	CG4659	FBgn0010747				
dme03060	42439	1	Srp72	CG5434	FBgn0038810				
dme03060	38883	1	Srp9	CG8268	FBgn0035827				
dme03060	47283	1	SrpRbeta	CG33162	FBgn0011509				
dme03060	34333	2	Trp1	CG4758	FBgn0011584				
dme03410	35257	4	CG10262	CG10262	FBgn0032813				
dme03410	38228	8	CG12018	CG12018	FBgn0027903				
dme03410	42078	1	CG5285	CG5285	FBgn0038490				
dme03410	35365	1	CG9272	CG9272	FBgn0032907				
dme03410	3772329	6	Chrac-14	CG13399	FBgn0043002				
dme03410	37791	4	DNA-ligI	CG5602	FBgn0262619				
dme03410	39746	8	DNApol-delta	CG5949	FBgn0263600				
dme03410	42758	6	DNApol-epsilon255	CG6768	FBgn0264326				
dme03410	38661	6	DNApol-epsilon58	CG10489	FBgn0035644				
dme03410	117294	1	Dsp1	CG12223	FBgn0011764				
dme03410	36887	3	Fen1	CG8648	FBgn0025832				
dme03410	41518	1	lig3	CG17227	FBgn0038035				
dme03410	37560	6	Mes4	CG11301	FBgn0034726				
dme03410	31806	1	Ogg1	CG1795	FBgn0027864				
dme03410	3355109	1	Parp	CG40411	FBgn0010247				
dme03410	37290	4	PCNA	CG9193	FBgn0005655				
dme03410	34892	8	Pol32	CG3975	FBgn0027559				
dme03410	33500	1	Rrp1	CG3178	FBgn0004584				
dme03410	43796	1	Thd1	CG1981	FBgn0026869				
dme03410	31451	1	XRCC1	CG4208	FBgn0026751				
dme03420	31441	2	Cdk7	CG3319	FBgn0263237				
dme03420	35257	4	CG10262	CG10262	FBgn0032813				
dme03420	42855	2	CG10694	CG10694	FBgn0039147				
dme03420	38228	8	CG12018	CG12018	FBgn0027903				
dme03420	32763	3	CG8142	CG8142	FBgn0030871				
dme03420	3772329	6	Chrac-14	CG13399	FBgn0043002				
dme03420	35780	2	Cul4	CG8711	FBgn0033260				
dme03420	40429	2	CycH	CG7405	FBgn0022936				
dme03420	37791	4	DNA-ligI	CG5602	FBgn0262619				
dme03420	39746	8	DNApol-delta	CG5949	FBgn0263600				
dme03420	42758	6	DNApol-epsilon255	CG6768	FBgn0264326				
dme03420	38661	6	DNApol-epsilon58	CG10489	FBgn0035644				
dme03420	36654	2	Ercc1	CG10215	FBgn0028434				
dme03420	40607	3	Gnf1	CG1119	FBgn0004913				
dme03420	39202	2	hay	CG8019	FBgn0001179				
dme03420	36130	2	Mat1	CG7614	FBgn0024956				
dme03420	31373	2	mei-9	CG3697	FBgn0002707				
dme03420	37560	6	Mes4	CG11301	FBgn0034726				
dme03420	39688	2	mrn	CG7764	FBgn0261109				
dme03420	3772069	1	mus201	CG10890	FBgn0002887				
dme03420	36697	1	mus210	CG8153	FBgn0004698				
dme03420	37290	4	PCNA	CG9193	FBgn0005655				
dme03420	41611	2	pic	CG7769	FBgn0260962				
dme03420	34892	8	Pol32	CG3975	FBgn0027559				
dme03420	43785	2	Rad23	CG1836	FBgn0026777				
dme03420	34423	3	RfC3	CG5313	FBgn0032244				
dme03420	34550	3	RfC38	CG6258	FBgn0028700				
dme03420	38492	3	RfC4	CG14999	FBgn0260985				
dme03420	31014	5	Roc1a	CG16982	FBgn0025638				
dme03420	53445	5	Roc1b	CG16988	FBgn0040291				
dme03420	35364	5	RPA2	CG9273	FBgn0032906				
dme03420	32113	5	RPA3	CG15220	FBgn0266421				
dme03420	40972	5	RpA-70	CG9633	FBgn0010173				
dme03420	40509	2	Ssl1	CG11115	FBgn0037202				
dme03420	36598	2	Tfb1	CG8151	FBgn0033929				
dme03420	33294	2	Tfb4	CG5041	FBgn0031309				
dme03420	7354403	2	Tfb5	CG42373	FBgn0265968				
dme03420	31357	1	Xpac	CG6358	FBgn0004832				
dme03420	37414	2	Xpd	CG9433	FBgn0261850				
dme03430	35257	4	CG10262	CG10262	FBgn0032813				
dme03430	38228	8	CG12018	CG12018	FBgn0027903				
dme03430	32763	3	CG8142	CG8142	FBgn0030871				
dme03430	37791	4	DNA-ligI	CG5602	FBgn0262619				
dme03430	39746	8	DNApol-delta	CG5949	FBgn0263600				
dme03430	40607	3	Gnf1	CG1119	FBgn0004913				
dme03430	35796	2	Mlh1	CG11482	FBgn0011659				
dme03430	39654	1	Msh6	CG7003	FBgn0036486				
dme03430	41968	3	mtSSB	CG4337	FBgn0010438				
dme03430	37290	4	PCNA	CG9193	FBgn0005655				
dme03430	36705	2	Pms2	CG8169	FBgn0011660				
dme03430	34892	8	Pol32	CG3975	FBgn0027559				
dme03430	34423	3	RfC3	CG5313	FBgn0032244				
dme03430	34550	3	RfC38	CG6258	FBgn0028700				
dme03430	38492	3	RfC4	CG14999	FBgn0260985				
dme03430	35364	5	RPA2	CG9273	FBgn0032906				
dme03430	32113	5	RPA3	CG15220	FBgn0266421				
dme03430	40972	5	RpA-70	CG9633	FBgn0010173				
dme03430	34842	1	spel1	CG4215	FBgn0015546				
dme03430	35119	1	tos	CG10387	FBgn0015553				
dme03440	41366	2	Blm	CG6920	FBgn0002906				
dme03440	38228	8	CG12018	CG12018	FBgn0027903				
dme03440	39746	8	DNApol-delta	CG5949	FBgn0263600				
dme03440	36136	2	mms4	CG12936	FBgn0033549				
dme03440	34565	2	mre11	CG16928	FBgn0020270				
dme03440	41968	3	mtSSB	CG4337	FBgn0010438				
dme03440	31044	2	mus81	CG3026	FBgn0040347				
dme03440	44259	1	nbs	CG6754	FBgn0261530				
dme03440	33507	1	okr	CG3736	FBgn0002989				
dme03440	34892	8	Pol32	CG3975	FBgn0027559				
dme03440	37564	2	rad50	CG6339	FBgn0034728				
dme03440	35364	5	RPA2	CG9273	FBgn0032906				
dme03440	32113	5	RPA3	CG15220	FBgn0266421				
dme03440	40972	5	RpA-70	CG9633	FBgn0010173				
dme03440	50428	2	Sem1	CG13779	FBgn0266666				
dme03440	43577	2	spn-A	CG7948	FBgn0003479				
dme03440	41746	1	spn-B	CG3325	FBgn0003480				
dme03440	318579	2	spn-D	CG31069	FBgn0003482				
dme03440	35236	2	Top3alpha	CG10123	FBgn0040268				
dme03440	31565	2	Top3beta	CG3458	FBgn0026015				
dme03450	36887	3	Fen1	CG8648	FBgn0025832				
dme03450	117419	1	Irbp	CG5247	FBgn0011774				
dme03450	34930	1	Ku80	CG18801	FBgn0041627				
dme03450	32322	1	Lig4	CG12176	FBgn0030506				
dme03450	34565	2	mre11	CG16928	FBgn0020270				
dme03450	37564	2	rad50	CG6339	FBgn0034728				
dme03460	41366	2	Blm	CG6920	FBgn0002906				
dme03460	42543	1	CG7922	CG7922	FBgn0038889				
dme03460	36199	1	CG9062	CG9062	FBgn0033607				
dme03460	40438	1	DNApol-eta	CG7143	FBgn0037141				
dme03460	40965	1	DNApol-iota	CG7602	FBgn0037554				
dme03460	36654	2	Ercc1	CG10215	FBgn0028434				
dme03460	2768674	1	Fancd2	CG17269	FBgn0038827				
dme03460	35895	1	FANCI	CG13745	FBgn0033354				
dme03460	41231	2	Fancl	CG12812	FBgn0037781				
dme03460	32608	1	mei-41	CG4252	FBgn0004367				
dme03460	31373	2	mei-9	CG3697	FBgn0002707				
dme03460	35796	2	Mlh1	CG11482	FBgn0011659				
dme03460	36136	2	mms4	CG12936	FBgn0033549				
dme03460	47186	2	mus205	CG1925	FBgn0002891				
dme03460	31044	2	mus81	CG3026	FBgn0040347				
dme03460	36705	2	Pms2	CG8169	FBgn0011660				
dme03460	38079	1	Rev1	CG12189	FBgn0035150				
dme03460	35364	5	RPA2	CG9273	FBgn0032906				
dme03460	32113	5	RPA3	CG15220	FBgn0266421				
dme03460	40972	5	RpA-70	CG9633	FBgn0010173				
dme03460	40578	1	slx1	CG18271	FBgn0037263				
dme03460	43577	2	spn-A	CG7948	FBgn0003479				
dme03460	318579	2	spn-D	CG31069	FBgn0003482				
dme03460	35236	2	Top3alpha	CG10123	FBgn0040268				
dme03460	31565	2	Top3beta	CG3458	FBgn0026015				
dme03460	43462	1	Usp1	CG15817	FBgn0028476				
dme04013	33392	2	aop	CG3166	FBgn0000097				
dme04013	43146	1	boss	CG8285	FBgn0000206				
dme04013	45278	2	csw	CG3954	FBgn0000382				
dme04013	31872	3	Dpai\Dsor1	CG15793	FBgn0082802				
dme04013	36497	4	drk	CG6033	FBgn0004638				
dme04013	37455	4	Egfr	CG10079	FBgn0003731				
dme04013	34171	2	grk	CG17610	FBgn0001137				
dme04013	40549	1	hkb	CG9768	FBgn0261434				
dme04013	31221	2	phl	CG2845	FBgn0003079				
dme04013	42757	2	pnt	CG17077	FBgn0003118				
dme04013	41140	3	Ras85D	CG9375	FBgn0003205				
dme04013	39158	1	RasGAP1	CG6721	FBgn0004390				
dme04013	3354888	5	rl	CG12559	FBgn0003256				
dme04013	32039	1	sev	CG18085	FBgn0003366				
dme04013	34790	4	Sos	CG7793	FBgn0001965				
dme04013	43656	1	tll	CG1378	FBgn0003720				
dme04013	35717	1	tor	CG1389	FBgn0003733				
dme04013	42564	1	tsl	CG6705	FBgn0003867				
dme04068	41957	3	Akt1	CG4006	FBgn0010379				
dme04068	35931	1	alc	CG8057	FBgn0260972				
dme04068	43904	3	AMPKalpha	CG3051	FBgn0023169				
dme04068	41295	1	Art1	CG6554	FBgn0037834				
dme04068	39383	2	Atg12	CG10861	FBgn0036255				
dme04068	32001	2	Atg8a	CG32672	FBgn0052672				
dme04068	42132	2	Atg8b	CG12334	FBgn0038539				
dme04068	35900	3	babo	CG8224	FBgn0011300				
dme04068	44801	4	bsk	CG5680	FBgn0000229				
dme04068	40048	4	Cat	CG6871	FBgn0000261				
dme04068	42453	1	Cdk2	CG10498	FBgn0004107				
dme04068	39319	1	CG11658	CG11658	FBgn0036196				
dme04068	40278	1	CG5059	CG5059	FBgn0037007				
dme04068	34198	4	CG9314	CG9314	FBgn0032061				
dme04068	64880	2	chico	CG5686	FBgn0024248				
dme04068	37618	1	CycB	CG3510	FBgn0000405				
dme04068	42971	1	CycB3	CG5814	FBgn0015625				
dme04068	32551	3	CycD	CG9096	FBgn0010315				
dme04068	43673	5	dco	CG2048	FBgn0002413				
dme04068	32169	1	Dmir\CG1490	CG1490	FBgn0084969				
dme04068	43856	5	Dmir\CG15319	CG15319	FBgn0085061				
dme04068	31872	3	Dpai\Dsor1	CG15793	FBgn0082802				
dme04068	36497	4	drk	CG6033	FBgn0004638				
dme04068	37455	4	Egfr	CG10079	FBgn0003731				
dme04068	33476	5	G6P	CG15400	FBgn0031463				
dme04068	35646	1	Gadd45	CG11086	FBgn0033153				
dme04068	33944	1	homer	CG11324	FBgn0025777				
dme04068	44432	2	ird5	CG4201	FBgn0024222				
dme04068	41673	2	lkb1	CG9374	FBgn0038167				
dme04068	43725	3	Med	CG1775	FBgn0011655				
dme04068	38890	2	nmo	CG7892	FBgn0011817				
dme04068	42866	1	p38a	CG5475	FBgn0015765				
dme04068	34780	1	p38b	CG7393	FBgn0024846				
dme04068	2768679	1	p38c	CG33338	FBgn0267339				
dme04068	38017	2	Pdk1	CG1210	FBgn0020386				
dme04068	37131	5	Pepck	CG17725	FBgn0003067				
dme04068	37130	5	Pepck	CG10924	FBgn0003067				
dme04068	33203	4	Pi3K21B	CG2699	FBgn0020622				
dme04068	42446	5	Pi3K92E	CG4141	FBgn0015279				
dme04068	40232	1	polo	CG12306	FBgn0003124				
dme04068	43991	4	Pten	CG5671	FBgn0026379				
dme04068	41140	3	Ras85D	CG9375	FBgn0003205				
dme04068	3354888	5	rl	CG12559	FBgn0003256				
dme04068	40384	1	SAK	CG7186	FBgn0026371				
dme04068	34708	1	Sir2	CG5216	FBgn0024291				
dme04068	40548	2	Skp2	CG9772	FBgn0037236				
dme04068	33608	1	slp2	CG2939	FBgn0004567				
dme04068	31738	3	Smox	CG2262	FBgn0025800				
dme04068	36878	2	Sod2	CG8905	FBgn0010213				
dme04068	34790	4	Sos	CG7793	FBgn0001965				
dme04068	41839	1	tefu	CG6535	FBgn0045035				
dme04070	326119	3	5PtaseI	CG42283	FBgn0259178				
dme04070	36329	2	Cam	CG8472	FBgn0000253				
dme04070	43950	3	CdsA	CG7962	FBgn0010350				
dme04070	39404	3	CG10426	CG10426	FBgn0036273				
dme04070	32279	4	CG15743	CG15743	FBgn0030465				
dme04070	39739	3	CG17026	CG17026	FBgn0036550				
dme04070	39741	3	CG17028	CG17028	FBgn0036552				
dme04070	39740	3	CG17029	CG17029	FBgn0036551				
dme04070	42836	4	CG31140	CG31140	FBgn0051140				
dme04070	5740362	4	CG34384	CG34384	FBgn0085413				
dme04070	2768892	3	CG42271	CG42271	FBgn0259166				
dme04070	40347	3	CG9389	CG9389	FBgn0037064				
dme04070	40346	3	CG9391	CG9391	FBgn0037063				
dme04070	32629	3	CG9784	CG9784	FBgn0030761				
dme04070	35738	4	Dgk	CG34361	FBgn0085390				
dme04070	36408	4	Dgkepsilon	CG8657	FBgn0020930				
dme04070	45374	3	Dmir\CG7004	CG7004	FBgn0084299				
dme04070	32506	4	Dsim\GD15785	CG9245	FBgn0068670				
dme04070	3885565	4	Dyak\GE14484	CG17471	FBgn0068382				
dme04070	37033	3	fab1	CG6355	FBgn0028741				
dme04070	36897	4	inaC	CG6518	FBgn0004784				
dme04070	34300	3	IP3K1	CG4026	FBgn0032147				
dme04070	32285	3	IP3K2	CG34359	FBgn0266375				
dme04070	37360	3	Ipk1	CG30295	FBgn0050295				
dme04070	41701	3	Ipp	CG3028	FBgn0016672				
dme04070	40664	2	Itp-r83A	CG1063	FBgn0010051				
dme04070	31376	5	norpA	CG3620	FBgn0262738				
dme04070	33203	4	Pi3K21B	CG2699	FBgn0020622				
dme04070	37733	5	Pi3K59F	CG5373	FBgn0015277				
dme04070	39329	3	Pi3K68D	CG11621	FBgn0015278				
dme04070	42446	5	Pi3K92E	CG4141	FBgn0015279				
dme04070	40670	3	Pi4KIIalpha	CG2929	FBgn0037339				
dme04070	31247	3	PI4KIIIalpha	CG10260	FBgn0267350				
dme04070	37633	4	PIP5K59B	CG3682	FBgn0034789				
dme04070	48311	4	Pkc53E	CG6622	FBgn0003091				
dme04070	33204	5	Plc21C	CG4574	FBgn0004611				
dme04070	43991	4	Pten	CG5671	FBgn0026379				
dme04070	31826	4	rdgA	CG42667	FBgn0261549				
dme04070	37356	4	sktl	CG9985	FBgn0016984				
dme04070	32601	3	sl	CG4200	FBgn0003416				
dme04070	37517	3	Synj	CG6562	FBgn0034691				
dme04080	37196	1	5-HT1A	CG16720	FBgn0004168				
dme04080	37191	1	5-HT1B	CG15113	FBgn0263116				
dme04080	40575	1	5-HT2A	CG1056	FBgn0087012				
dme04080	43669	1	5-HT7	CG12073	FBgn0004573				
dme04080	43583	1	AdoR	CG9753	FBgn0039747				
dme04080	33942	1	AkhR	CG11325	FBgn0025595				
dme04080	48316	1	alphaTry	CG18444	FBgn0003863				
dme04080	44126	1	AstA-R1	CG2872	FBgn0266429				
dme04080	43393	1	AstA-R2	CG10001	FBgn0039595				
dme04080	32703	3	baz	CG5055	FBgn0000163				
dme04080	47901	1	betaTry	CG18211	FBgn0010357				
dme04080	32860	1	CCKLR-17D1	CG42301	FBgn0259231				
dme04080	32864	1	CCKLR-17D3	CG32540	FBgn0030954				
dme04080	246404	1	CG30031	CG30031	FBgn0050031				
dme04080	34878	1	CG33310	CG15274	FBgn0053310				
dme04080	32553	1	CG8916	CG8916	FBgn0030707				
dme04080	48343	1	deltaTry	CG12351	FBgn0010358				
dme04080	36475	1	Dh31-R	CG32843	FBgn0052843				
dme04080	36601	1	Dh44-R1	CG8422	FBgn0033932				
dme04080	41726	1	Dop1R1	CG9652	FBgn0011582				
dme04080	33007	1	Dop2R	CG33517	FBgn0053517				
dme04080	49080	1	epsilonTry	CG18681	FBgn0010425				
dme04080	36217	1	etaTry	CG12386	FBgn0011554				
dme04080	42561	1	GABA-B-R2	CG6706	FBgn0027575				
dme04080	33248	1	GABA-B-R3	CG3022	FBgn0031275				
dme04080	36221	1	gammaTry	CG30028	FBgn0010359				
dme04080	36223	1	iotaTry	CG7754	FBgn0015001				
dme04080	36214	1	lambdaTry	CG12350	FBgn0043470				
dme04080	32554	1	Lcch3	CG17336	FBgn0010240				
dme04080	43098	1	Lgr3	CG31096	FBgn0039354				
dme04080	37892	1	mAChR-A	CG4356	FBgn0000037				
dme04080	40955	1	mAChR-B	CG7918	FBgn0037546				
dme04080	43838	1	mGluR	CG11144	FBgn0019985				
dme04080	40665	1	Nmdar1	CG2902	FBgn0010399				
dme04080	31107	1	Nmdar2	CG33513	FBgn0053513				
dme04080	40754	1	NPFR	CG1147	FBgn0037408				
dme04080	39054	1	Rdl	CG10537	FBgn0004244				
dme04080	40195	1	sNPF-R	CG7395	FBgn0036934				
dme04080	36218	1	thetaTry	CG12385	FBgn0011555				
dme04080	41286	1	TkR86C	CG6515	FBgn0004841				
dme04080	43551	1	TkR99D	CG7887	FBgn0004622				
dme04080	34226	1	Try29F	CG9564	FBgn0015316				
dme04080	33231	1	Tspo	CG2789	FBgn0031263				
dme04080	36216	1	zetaTry	CG12387	FBgn0011556				
dme04120	44793	1	abo	CG6093	FBgn0000018				
dme04120	38516	1	ago	CG15010	FBgn0041171				
dme04120	41532	1	Aos1	CG12276	FBgn0029512				
dme04120	36975	1	APC10	CG11419	FBgn0034231				
