gene_id	symbol	flybase
12798104	CR33221	FBgn0053221
12798105	CR43298	FBgn0262990
12798106	CG43288	FBgn0262980
12798107	CG43134	FBgn0262608
12798108	CG43135	FBgn0262609
12798109	mir-982	FBgn0262339|miRBase:MI0005839
12798110	mir-303	FBgn0262390|miRBase:MI0000409
12798111	mir-983-1	FBgn0262235|miRBase:MI0005840
12798112	mir-983-2	FBgn0262279|miRBase:MI0005841
12798113	mir-984	FBgn0262282|miRBase:MI0005842
12798114	CR43614	FBgn0263589
12798115	CR43495	FBgn0263506
12798116	mir-3645	FBgn0263631|miRBase:MI0016045
12798117	mir-4963	FBgn0263545|miRBase:MI0017749
12798118	CR43264	FBgn0262945
12798119	CG43136	FBgn0262610
12798120	CG43137	FBgn0262611
12798121	CG43115	FBgn0262575
12798122	CG43090	FBgn0262536
12798123	CR43421	FBgn0263340
12798124	CG43195	FBgn0262824
12798125	CG43308	FBgn0263000
12798126	mir-310	FBgn0262436|miRBase:MI0000422
12798127	mir-311	FBgn0262402|miRBase:MI0000423
12798128	mir-312	FBgn0262450|miRBase:MI0000424
12798129	mir-313	FBgn0262441|miRBase:MI0000425
12798130	mir-2498	FBgn0262211|miRBase:MI0011587
12798131	mir-991	FBgn0262227|miRBase:MI0005851
12798132	mir-992	FBgn0262334|miRBase:MI0005852
12798133	mir-7	FBgn0262370|miRBase:MI0000127
12798134	CR43160	FBgn0262690
12798136	CR9284	FBgn0046297
12798138	CG43393	FBgn0263250
12798139	CR43422	FBgn0263341
12798140	CG43326	FBgn0263031
12798141	CR30267	FBgn0050267
12798142	CR32835	FBgn0052835
12798143	mir-4939	FBgn0263551|miRBase:MI0017725
12798144	CG43207	FBgn0262843
12798145	HP1Lcsd	FBgn0263084
12798146	CR43170	FBgn0262789
12798147	snoRNA:Me18S-C419	FBgn0086533
12798148	CR43480	FBgn0263457
12798149	mir-969	FBgn0262263|miRBase:MI0005826
12798150	mir-210	FBgn0262433|miRBase:MI0000376
12798151	CG43133	FBgn0262607
12798152	CG43229	FBgn0262874
12798153	CR43492	FBgn0263503
12798155	CR43409	FBgn0263328
12798157	CG43153	FBgn0262683
12798158	CG43438	FBgn0263386
12798159	CG43167	FBgn0262786
12798160	CR43314	FBgn0263019
12798161	bft	FBgn0263107|miRBase:MI0000343
12798162	mir-4986	FBgn0263541|miRBase:MI0017772
12798163	mir-4959	FBgn0263571|miRBase:MI0017745
12798164	CR43356	FBgn0263088
12798165	snoRNA:SC35-a	FBgn0263468
12798166	snoRNA:SC35-b	FBgn0263469
12798167	mir-967	FBgn0262203|miRBase:MI0005823
12798169	snoRNA:CG43051-a	FBgn0263458
12798170	mir-276b	FBgn0262381|miRBase:MI0000375
12798171	mir-276a	FBgn0266076|miRBase:MI0000359
12798172	CG43245	FBgn0262890
12798174	mir-972	FBgn0262181|miRBase:MI0005829
12798175	mir-973	FBgn0262201|miRBase:MI0005830
12798176	mir-974	FBgn0262216|miRBase:MI0005831
12798177	mir-2499	FBgn0262338|miRBase:MI0011588
12798178	mir-4966	FBgn0263514|miRBase:MI0017752
12798179	mir-975	FBgn0262228|miRBase:MI0005832
12798180	mir-976	FBgn0262341|miRBase:MI0005833
12798181	mir-977	FBgn0262251|miRBase:MI0005834
12798182	mir-978	FBgn0262314|miRBase:MI0005835
12798183	mir-979	FBgn0262301|miRBase:MI0005836
12798184	CG43050	FBgn0262352
12798185	CR32821	FBgn0052821
12798186	CR43377	FBgn0263207
12798187	CR43378	FBgn0263208
12798188	CR43379	FBgn0263209
12798189	CR43380	FBgn0263210
12798190	CR43381	FBgn0263211
12798191	CR43382	FBgn0263212
12798192	CR43383	FBgn0263213
12798193	CR43384	FBgn0263214
12798194	mir-2489	FBgn0262194|miRBase:MI0011578
12798195	CR43410	FBgn0263329
12798196	mir-1002	FBgn0262272|miRBase:MI0005824
12798197	mir-968	FBgn0262332|miRBase:MI0005825
12798198	CG43376	FBgn0263206
12798199	CR31845	FBgn0051845
12798200	mir-4968	FBgn0263569|miRBase:MI0017754
12798201	CG43390	FBgn0263247
12798202	CG43391	FBgn0263248
12798203	mir-3642	FBgn0263632|miRBase:MI0016042
12798204	mir-274	FBgn0262437|miRBase:MI0000355
12798205	mir-314	FBgn0262396|miRBase:MI0000426
12798206	mir-956	FBgn0262291|miRBase:MI0005810
12798207	CG43064	FBgn0262366
12798208	CR43624	FBgn0263615
12798209	CG43193	FBgn0262822
12798210	CR32511	FBgn0052511
12798211	mir-1007	FBgn0262454|miRBase:MI0005868
12798212	mir-2535b	FBgn0263559|miRBase:MI0017699
12798213	CG43332	FBgn0263037
12798214	CG43052	FBgn0262354
12798215	CR43463	FBgn0266428
12798216	CR43411	FBgn0263330
12798217	mir-285	FBgn0262401|miRBase:MI0000377
12798218	CG43294	FBgn0262986
12798219	CR43493	FBgn0263504
12798220	mir-2491	FBgn0262237|miRBase:MI0011580
12798221	mir-929	FBgn0262214|miRBase:MI0005853
12798222	CR43357	FBgn0263089
12798223	CG43230	FBgn0262875
12798224	CR43612	FBgn0263587
12798225	CR43431	FBgn0263379
12798226	CR43629	FBgn0263620
12798227	CR43478	FBgn0263455
12798228	CR43424	FBgn0263343
12798229	CR43635	FBgn0263626
12798230	CG43131	FBgn0262605
12798231	snRNA:U4atac:82E	FBgn0263018
12798232	CG14664	FBgn0040682
12798233	CR43412	FBgn0263331
12798234	mir-4943	FBgn0263555|miRBase:MI0017729
12798235	mir-2497	FBgn0262191|miRBase:MI0011586
12798236	mir-9c	FBgn0262430|miRBase:MI0000413
12798237	mir-306	FBgn0262386|miRBase:MI0000414
12798238	mir-79	FBgn0262452|miRBase:MI0000374
12798240	CG43147	FBgn0262623
12798241	mir-289	FBgn0262415|miRBase:MI0000385
12798242	CG43184	FBgn0262813
12798244	snoRNA:Pi4KIIalpha-a	FBgn0263484
12798245	CR43628	FBgn0263619
12798246	mir-9b	FBgn0262413|miRBase:MI0000415
12798247	mir-1006	FBgn0262438|miRBase:MI0005867
12798248	CR31781	FBgn0051781
12798251	CR43239	FBgn0265270
12798252	CG43120	FBgn0262580
12798253	CG43246	FBgn0262891
12798254	CG43121	FBgn0262581
12798255	CG43166	FBgn0262722
12798256	CG43273	FBgn0262962
12798257	CG13639	FBgn0265266
12798258	CR43310	FBgn0263002
12798259	CR43456	FBgn0263410
12798260	CR43457	FBgn0263411
12798261	mir-1000	FBgn0262319|miRBase:MI0005862
12798262	mir-92a	FBgn0262411|miRBase:MI0000357
12798263	mir-92b	FBgn0262388|miRBase:MI0000379
12798264	CR43631	FBgn0263622
12798265	CR43632	FBgn0263623
12798266	CR43633	FBgn0263624
12798267	CR43634	FBgn0263625
12798268	CR43259	FBgn0262904
12798269	CR34024	FBgn0054024
12798270	CG43116	FBgn0262576
12798271	CR43434	FBgn0263382
12798272	CG43117	FBgn0262577
12798273	mir-1012	FBgn0262379|miRBase:MI0005873
12798274	CR43476	FBgn0263453
12798275	CG43447	FBgn0263401
12798276	CG43139	FBgn0262613
12798277	mir-1001	FBgn0262286|miRBase:MI0005863
12798278	CG43319	FBgn0263024
12798279	Acp98AB	FBgn0263597
12798280	CR31054	FBgn0051054
12798281	CG43125	FBgn0262588
12798282	CG43124	FBgn0262587
12798283	CR43437	FBgn0263385
12798284	MRE23	FBgn0262741
12798286	mir-4947	FBgn0263579|miRBase:MI0017733
12798287	mir-954	FBgn0262302|miRBase:MI0005806
12798288	CR43425	FBgn0263344
12798289	CR43361	FBgn0263093
12798290	mir-4915	FBgn0263567|miRBase:MI0017697
12798291	mir-980	FBgn0262266|miRBase:MI0005837
12798292	CG43181	FBgn0262810
12798293	CG43182	FBgn0262811
12798294	mir-279	FBgn0262448|miRBase:MI0000363
12798295	mir-996	FBgn0262404|miRBase:MI0005857
12798296	CR43613	FBgn0263588
12798297	Diedel2	FBgn0262873
12798298	CG43321	FBgn0263026
12798299	mir-275	FBgn0262453|miRBase:MI0000356
12798300	mir-305	FBgn0262458|miRBase:MI0000412
12798301	CG43235	FBgn0262880
12798303	mir-4984	FBgn0263561|miRBase:MI0017770
12798304	CR43262	FBgn0262943
12798305	CG43057	FBgn0262359
12798306	mir-2b-1	FBgn0262374|miRBase:MI0000119
12798307	unsRNA:d-a	FBgn0263489
12798308	CG43400	FBgn0263314
12798309	CG43350	FBgn0263082
12798311	CR43621	FBgn0263612
12798312	mir-87	FBgn0262428|miRBase:MI0000382
12798313	mir-4970	FBgn0263528|miRBase:MI0017756
12798314	mir-4987	FBgn0263560|miRBase:MI0017773
12798315	CG43265	FBgn0262946
12798316	CR43416	FBgn0263335
12798317	CG43187	FBgn0262816
12798318	CG43104	FBgn0262564
12798319	CR43417	FBgn0263336
12798320	mir-8	FBgn0262432|miRBase:MI0000128
12798321	snoRNA:Dek-a	FBgn0263462
12798322	mir-990	FBgn0262307|miRBase:MI0005850
12798323	CG43327	FBgn0263032
12798324	CG43371	FBgn0263114
12798325	CG43103	FBgn0262563
12798326	CG43107	FBgn0262567
12798327	CG43237	FBgn0262882
12798328	CG43272	FBgn0262961
12798329	CG43108	FBgn0262568
12798330	CG43110	FBgn0262570
12798331	CG43324	FBgn0263029
12798332	mir-3643	FBgn0263629|miRBase:MI0016043
12798333	mir-31a	FBgn0262416|miRBase:MI0000420
12798334	CG43202	FBgn0262838
12798335	mir-4982	FBgn0263522|miRBase:MI0017768
12798336	CR30121	FBgn0050121
12798337	CR43418	FBgn0263337
12798338	CG43069	FBgn0262479
12798339	CG43070	FBgn0262480
12798340	CG43071	FBgn0262481
12798341	CG43109	FBgn0262569
12798342	snoRNA:abba-a	FBgn0263473
12798343	CG43351	FBgn0263083
12798344	CR43399	FBgn0263290
12798345	CR43430	FBgn0263378
12798346	snoRNA:hts-a	FBgn0263464
12798347	CG43111	FBgn0262571
12798348	CG42878	FBgn0262170
12798349	mir-4983	FBgn0263515|miRBase:MI0017769
12798350	CG43277	FBgn0262966
12798351	mir-6-3	FBgn0262418|miRBase:MI0000126
12798352	mir-6-2	FBgn0262410|miRBase:MI0000125
12798353	mir-6-1	FBgn0262464|miRBase:MI0000124
12798354	mir-5	FBgn0262408|miRBase:MI0000123
12798355	mir-4	FBgn0262414|miRBase:MI0000122
12798356	mir-286	FBgn0262443|miRBase:MI0000380
12798357	mir-3	FBgn0262372|miRBase:MI0000121
12798358	mir-309	FBgn0262380|miRBase:MI0000421
12798359	CR32252	FBgn0052252
12798360	CR43627	FBgn0263618
12798361	CR34047	FBgn0054047
12798362	unsRNA:CG10576-a	FBgn0263488
12798363	CG43293	FBgn0262985
12798364	CG43168	FBgn0262787
12798365	CG43439	FBgn0263387
12798366	CR43470	FBgn0263447
12798367	CG43292	FBgn0262984
12798368	mir-2501	FBgn0262442|miRBase:MI0011590
12798369	CG43059	FBgn0262361
12798370	mir-4913	FBgn0263553|miRBase:MI0017695
12798371	mir-190	FBgn0262387|miRBase:MI0005808
12798372	CG43169	FBgn0262788
12798373	mir-4940	FBgn0263556|miRBase:MI0017726
12798374	CR43481	FBgn0263492
12798375	CR43483	FBgn0263494
12798376	CR43482	FBgn0263493
12798377	mir-4981	FBgn0263572|miRBase:MI0017767
12798378	mir-280	FBgn0262440|miRBase:MI0000365
12798379	CG43296	FBgn0262988
12798380	mir-986	FBgn0262316|miRBase:MI0005845
12798381	CG43183	FBgn0262812
12798382	snoRNA:gcl-a	FBgn0263463
12798383	mir-987	FBgn0262220|miRBase:MI0005846
12798384	mir-14	FBgn0262447|miRBase:MI0000136
12798385	mir-307b	FBgn0262172|miRBase:MI0011577
12798386	mir-307a	FBgn0262385|miRBase:MI0000418
12798387	mir-4967	FBgn0263557|miRBase:MI0017753
12798388	scaRNA:MeU1b-A234	FBgn0263201
12798389	CR43467	FBgn0263444
12798390	CG43200	FBgn0262836
12798391	CG43172	FBgn0262791
12798392	CG43201	FBgn0262837
12798393	CG43171	FBgn0262790
12798394	CG43397	FBgn0263271
12798395	CG43396	FBgn0263270
12798396	CG43177	FBgn0262806
12798397	snoRNA:lola-a	FBgn0263466
12798398	snoRNA:lola-b	FBgn0263481
12798399	snoRNA:lola-c	FBgn0263482
12798400	snoRNA:lola-d	FBgn0263483
12798401	CR43605	FBgn0263802
12798402	mir-1008	FBgn0262412|miRBase:MI0005869
12798403	CG43188	FBgn0262817
12798404	CG43189	FBgn0262818
12798405	CG43112	FBgn0262572
12798406	CG43114	FBgn0262574
12798407	CG43190	FBgn0262819
12798408	CG43191	FBgn0262820
12798409	CR43471	FBgn0263448
12798410	mir-13b-1	FBgn0262367|miRBase:MI0000134
12798411	mir-13a	FBgn0262429|miRBase:MI0000133
12798412	mir-2c	FBgn0262397|miRBase:MI0000431
12798413	CG43335	FBgn0263040
12798414	CG43336	FBgn0263041
12798415	mir-988	FBgn0262300|miRBase:MI0005847
12798416	scaRNA:PsiU2-55	FBgn0263485
12798417	mir-281-2	FBgn0262423|miRBase:MI0000370
12798418	mir-281-1	FBgn0262394|miRBase:MI0000366
12798419	CG43315	FBgn0263020
12798420	CG43244	FBgn0262889
12798421	mir-33	FBgn0262393|miRBase:MI0000364
12798422	CG43318	FBgn0263023
12798423	mir-4911	FBgn0263525|miRBase:MI0017693
12798424	CR43472	FBgn0263449
12798425	CG43204	FBgn0262840
12798426	CR43469	FBgn0263446
12798427	CR43468	FBgn0263445
12798428	CG43251	FBgn0262896
12798429	mir-2494	FBgn0262233|miRBase:MI0011583
12798430	iab-8	FBgn0264857
12798431	mir-iab-4	FBgn0262462|miRBase:MI0000432
12798432	mir-iab-8	FBgn0262290|miRBase:MI0005805
12798433	CR43617	FBgn0263595
12798434	mir-184	FBgn0262391|miRBase:MI0000354
12798435	scaRNA:PsiU6-40	FBgn0263486
12798436	CG43072	FBgn0262482
12798437	CG43219	FBgn0262855
12798438	CG43218	FBgn0262854
12798439	CR43489	FBgn0263500
12798440	CR43490	FBgn0263501
12798442	CG43192	FBgn0262821
12798443	snoRNA:2R:9445205	FBgn0263472
12798444	snoRNA:2R:9445410	FBgn0263459
12798445	CG43058	FBgn0262360
12798446	mir-4978	FBgn0263539|miRBase:MI0017764
12798447	mir-193	FBgn0262330|miRBase:MI0005809
12798448	mir-316	FBgn0262417|miRBase:MI0000428
12798449	CG43175	FBgn0262794
12798450	CG43445	FBgn0263399
12798451	mir-989	FBgn0262215|miRBase:MI0005848
12798452	mir-308	FBgn0262407|miRBase:MI0000419
12798453	mir-1016	FBgn0262427|miRBase:MI0005877
12798454	CR10102	FBgn0033927
12798455	scaRNA:PsiU5-44	FBgn0263487
12798456	CR43309	FBgn0263001
12798457	CG43392	FBgn0263249
12798458	CG43312	FBgn0263004
12798459	CG43331	FBgn0263036
12798460	CG43330	FBgn0263035
12798461	CG43329	FBgn0263034
12798462	mir-957	FBgn0262182|miRBase:MI0005811
12798463	CR43270	FBgn0262951
12798464	mir-958	FBgn0262249|miRBase:MI0005812
12798465	CG43194	FBgn0262823
12798466	CG43236	FBgn0262881
12798467	CR43428	FBgn0263376
12798468	CG43101	FBgn0262547
12798469	CR43622	FBgn0263613
12798470	CR43426	FBgn0263345
12798471	mir-4942	FBgn0263573|miRBase:MI0017728
12798472	CR12460	FBgn0040045
12798473	CR43451	FBgn0263405
12798474	mir-997	FBgn0262262|miRBase:MI0005859
12798475	CR43258	FBgn0262903
12798476	CG43203	FBgn0262839
12798477	CG43068	FBgn0262478
12798478	CR43276	FBgn0262965
12798479	CR43275	FBgn0262964
12798480	CR43105	FBgn0262565
12798481	CR43186	FBgn0262815
12798482	mir-278	FBgn0262403|miRBase:MI0000361
12798483	CR43429	FBgn0263377
12798484	Mst77Y-16Psi	FBgn0085494
12798485	CR40719	FBgn0085511
12798486	CG43176	FBgn0262795
12798487	CR43488	FBgn0263499
12798488	CR43282	FBgn0262971
12798489	mir-4919	FBgn0263576|miRBase:MI0017702
12798490	mir-137	FBgn0262446|miRBase:MI0005849
12798491	CR43415	FBgn0263334
12798492	mir-2490	FBgn0262293|miRBase:MI0011579
12798493	mir-2279	FBgn0262204|miRBase:MI0011289
12798494	CR43452	FBgn0263406
12798495	mir-995	FBgn0262185|miRBase:MI0005856
12798496	mir-1011	FBgn0262422|miRBase:MI0005872
12798497	snoRNA:CG31191-a	FBgn0263460
12798498	CG43446	FBgn0263400
12798499	mir-4951	FBgn0263537|miRBase:MI0017737
12798500	CG43311	FBgn0263003
12798501	CR43453	FBgn0263407
12798502	CR43372	FBgn0263130
12798503	mir-998	FBgn0262405|miRBase:MI0005860
12798504	mir-11	FBgn0262434|miRBase:MI0000131
12798505	CR43096	FBgn0262542
12798506	mir-999	FBgn0262331|miRBase:MI0005861
12798507	mir-4969	FBgn0263521|miRBase:MI0017755
12798508	scaRNA:MeU5-G38	FBgn0261455
12798509	mir-1010	FBgn0262382|miRBase:MI0005871
12798510	CG43342	FBgn0263047
12798511	mir-4952	FBgn0263554|miRBase:MI0017738
12798512	CR43475	FBgn0263452
12798513	CR43474	FBgn0263451
12798514	CG43091	FBgn0262537
12798515	CG43092	FBgn0262538
12798516	CG43093	FBgn0262539
12798517	CG43094	FBgn0262540
12798518	CG43095	FBgn0262541
12798519	mir-4953	FBgn0263513|miRBase:MI0017739
12798520	CR43454	FBgn0263408
12798521	CR43387	FBgn0263217
12798523	CR31451	FBgn0051451
12798524	scaRNA:MeU2-G25	FBgn0261452
12798525	mir-1015	FBgn0262457|miRBase:MI0005876
12798526	CR43455	FBgn0263409
12798527	mir-1017	FBgn0262389|miRBase:MI0005878
12798528	CG43222	FBgn0262858
12798529	mir-1003	FBgn0262431|miRBase:MI0005864
12798530	CG43403	FBgn0263322
12798531	mir-4914	FBgn0263564|miRBase:MI0017696
12798532	CR43240	FBgn0262885
12798533	CR43241	FBgn0262886
12798534	CR43359	FBgn0263091
12798535	snoRNA:Psi28S-2996	FBgn0082980
12798537	CR43242	FBgn0262887
12798539	CG43149	FBgn0262679
12798540	CG43150	FBgn0262680
12798541	CR31953	FBgn0051953
12798542	mir-4971	FBgn0263526|miRBase:MI0017757
12798543	snoRNA:Tudor-SN-a	FBgn0263470
12798544	CG43337	FBgn0263042
12798545	CR43334	FBgn0263039
12798546	CR43423	FBgn0263342
12798547	ban	FBgn0262451|miRBase:MI0000387
12798548	mir-4972	FBgn0263523|miRBase:MI0017758
12798549	CR43364	FBgn0263096
12798550	CG43165	FBgn0262721
12798551	CG43145	FBgn0262621
12798552	mir-1004	FBgn0262392|miRBase:MI0005865
12798553	snoRNA:CG32479-b	FBgn0263476
12798554	snoRNA:CG32479-a	FBgn0263461
12798555	mir-1005	FBgn0262375|miRBase:MI0005866
12798556	CG43055	FBgn0262357
12798557	CG43056	FBgn0262358
12798558	mir-4910	FBgn0263577|miRBase:MI0017692
12798559	mir-4912	FBgn0263575|miRBase:MI0017694
12798560	scaRNA:MeU2-48	FBgn0263471
12798561	mir-2495	FBgn0262213|miRBase:MI0011584
12798562	CR31647	FBgn0051647
12798563	mir-959	FBgn0262256|miRBase:MI0005814
12798564	mir-960	FBgn0262321|miRBase:MI0005815
12798565	mir-961	FBgn0262239|miRBase:MI0005816
12798566	mir-962	FBgn0262200|miRBase:MI0005817
12798567	mir-963	FBgn0262333|miRBase:MI0005818
12798568	mir-964	FBgn0262243|miRBase:MI0005819
12798569	CG43307	FBgn0262999
12798570	CG43185	FBgn0262814
12798571	CR43465	FBgn0263442
12798572	mir-966	FBgn0262317|miRBase:MI0005822
12798573	CR9162	FBgn0031778
12798574	CG43389	FBgn0263246
12798575	CR43626	FBgn0263617
12798576	mir-282	FBgn0262368|miRBase:MI0000367
12798577	mir-955	FBgn0262269|miRBase:MI0005807
12798578	mir-2282	FBgn0262260|miRBase:MI0011292
12798579	CG43074	FBgn0262484
12798580	CR43610	FBgn0263585
12798581	mir-932	FBgn0262205|miRBase:MI0005820
12798582	snoRNA:nop5-x16-a	FBgn0263467
12798583	CG43232	FBgn0262877
12798584	CR43142	FBgn0262616
12798585	CG43098	FBgn0262544
12798586	CR43484	FBgn0263495
12798587	CR43485	FBgn0263496
12798588	CG43089	FBgn0262535
12869582	gfr	FBgn0084590
12869583	l(3)psg1	FBgn0262520
12869584	l(3)psg3	FBgn0262521
12869585	l(3)psg4	FBgn0262522
12869586	l(3)psg6	FBgn0262523
12869587	Mst77Y-1	FBgn0262750
12869588	Mst77Y-2	FBgn0262751
12869589	Mst77Y-3Psi	FBgn0262752
12869590	Mst77Y-4	FBgn0262753
12869591	Mst77Y-5Psi	FBgn0262754
12869592	Mst77Y-6Psi	FBgn0262755
12869593	Mst77Y-7	FBgn0262756
12869594	Mst77Y-8	FBgn0262757
12869595	Mst77Y-9	FBgn0262758
12869596	Mst77Y-10Psi	FBgn0262759
12869597	Mst77Y-11Psi	FBgn0262760
12869598	Mst77Y-12	FBgn0262761
12869599	Mst77Y-13	FBgn0262762
12869600	Mst77Y-14Psi	FBgn0262763
12869601	Mst77Y-15Psi	FBgn0262764
12869602	Mst77Y-17Psi	FBgn0262765
12869603	Mst77Y-18Psi	FBgn0262766
12869604	Su(E1)-A	FBgn0262767
12869605	snRNA:U4atac:83A	FBgn0052861
13084051	CG43178	FBgn0262807
13084062	CG43210	FBgn0262846
13084068	CG43355	FBgn0263087
13084069	CG43346	FBgn0263051
14462344	CG43676	FBgn0263759
14462345	CR44042	FBgn0264834
14462346	CR44043	FBgn0264835
14462350	CR43957	FBgn0264617
14462351	snoRNA:CD-24	FBgn0263851
14462352	CR43956	FBgn0264616
14462353	CR44023	FBgn0264793
14462354	CR44027	FBgn0264819
14462355	CR44024	FBgn0264794
14462356	CR43958	FBgn0264618
14462357	CR44028	FBgn0264820
14462358	CR33797	FBgn0053797
14462359	CR44029	FBgn0264821
14462360	CR44030	FBgn0264822
14462361	CR44031	FBgn0264823
14462374	CR43863	FBgn0264445
14462375	CR43906	FBgn0264507
14462376	CR43864	FBgn0264446
14462377	CR44117	FBgn0264948
14462378	CR42499	FBgn0260225
14462379	CR44118	FBgn0264949
14462382	CR44108	FBgn0264939
14462383	CR43832	FBgn0264380
14462384	CR44084	FBgn0264893
14462385	CR43837	FBgn0264385
14462386	CR43835	FBgn0264383
14462387	CG43695	FBgn0263778
14462388	CR43834	FBgn0264382
14462389	CR44111	FBgn0264942
14462390	CR43836	FBgn0264384
14462391	CR44016	FBgn0264786
14462392	CR43899	FBgn0264500
14462393	CR43959	FBgn0264674
14462394	CR44054	FBgn0264863
14462395	CR43908	FBgn0264509
14462396	CR43960	FBgn0264675
14462398	CR43963	FBgn0264678
14462399	CR43833	FBgn0264381
14462400	CR44110	FBgn0264941
14462401	CG43673	FBgn0263748
14462402	CR44053	FBgn0264862
14462403	CR44129	FBgn0264960
14462404	CR43768	FBgn0264268
14462405	CG43997	FBgn0264739
14462406	CR44026	FBgn0264818
14462407	CR44124	FBgn0264955
14462408	CR43981	FBgn0264713
14462409	CR43686	FBgn0263769
14462410	CG43841	FBgn0264393
14462411	CG43843	FBgn0264395
14462412	CR43842	FBgn0264394
14462413	CR6900	FBgn0030958
14462415	CR43862	FBgn0264444
14462416	CR43838	FBgn0264390
14462417	CR43962	FBgn0264677
14462418	CR44109	FBgn0264940
14462419	CR43656	FBgn0263665
14462420	CR41352	FBgn0083994
14462430	CR44134	FBgn0264983
14462431	CR44155	FBgn0265038
14462432	CR44156	FBgn0265039
14462433	CR44157	FBgn0265040
14462434	CG44088	FBgn0264897
14462435	CR44019	FBgn0264789
14462436	CR44103	FBgn0264912
14462437	CR43845	FBgn0264427
14462438	CR44093	FBgn0264902
14462439	CR44017	FBgn0264787
14462440	CR42651	FBgn0261503
14462441	CR43685	FBgn0263768
14462442	CG44227	FBgn0265158
14462443	CR44228	FBgn0265159
14462444	CR44020	FBgn0264790
14462445	CG43675	FBgn0263750
14462446	CR44035	FBgn0264827
14462447	CR44192	FBgn0265081
14462448	CR44018	FBgn0264788
14462449	CR44230	FBgn0265161
14462450	CR44137	FBgn0264986
14462451	CR44135	FBgn0264984
14462452	CG12256	FBgn0038002
14462453	CR44036	FBgn0264828
14462454	CG44038	FBgn0264830
14462455	CG44037	FBgn0264829
14462456	CR44039	FBgn0264831
14462457	CR44231	FBgn0265162
14462458	CR44233	FBgn0265164
14462459	CR44232	FBgn0265163
14462460	CR44234	FBgn0265165
14462461	CR44235	FBgn0265166
14462462	CR44236	FBgn0265167
14462463	CG44194	FBgn0265083
14462464	CG44142	FBgn0264991
14462465	CR44138	FBgn0264987
14462466	CR43848	FBgn0264430
14462467	CR43641	FBgn0263650
14462468	CR43642	FBgn0263651
14462469	CR44237	FBgn0265168
14462470	CR44215	FBgn0265146
14462471	CR44176	FBgn0265065
14462472	CR44177	FBgn0265066
14462473	CR44095	FBgn0264904
14462474	CG44094	FBgn0264903
14462475	CG44040	FBgn0264832
14462476	CG44013	FBgn0264775
14462477	CR43849	FBgn0264431
14462478	CR44133	FBgn0264982
14462479	CG44044	FBgn0264836
14462480	CR44238	FBgn0265169
14462481	CR44160	FBgn0265043
14462482	CG44090	FBgn0264899
14462483	CG44158	FBgn0265041
14462484	Rpb4	FBgn0263757
14462485	koko	FBgn0264816
14462486	CG43732	FBgn0263983
14462487	CR44107	FBgn0264916
14462489	CG44174	FBgn0265063
14462490	CR44175	FBgn0265064
14462491	CR44047	FBgn0264839
14462492	CR44048	FBgn0264840
14462493	CR44106	FBgn0264915
14462495	CR43975	FBgn0264706
14462496	CR44089	FBgn0264898
14462498	CR44033	FBgn0264825
14462499	CR43653	FBgn0263662
14462500	CR44034	FBgn0264826
14462501	CR44096	FBgn0264905
14462502	CR44087	FBgn0264896
14462503	CR43844	FBgn0264426
14462504	CR43696	FBgn0263834
14462505	CR43697	FBgn0263835
14462506	CR44062	FBgn0264871
14462507	CR43654	FBgn0263663
14462508	CR43846	FBgn0264428
14462509	CR43655	FBgn0263664
14462510	CR44225	FBgn0265156
14462511	CR44226	FBgn0265157
14462512	CG43694	FBgn0263777
14462513	CR43903	FBgn0264504
14462514	CR44052	FBgn0264844
14462516	CR44097	FBgn0264906
14462517	CR44092	FBgn0264901
14462518	CR44021	FBgn0264791
14462519	CR44179	FBgn0265068
14462520	CR43847	FBgn0264429
14462521	CR43643	FBgn0263652
14462522	CR43644	FBgn0263653
14462523	CG43935	FBgn0264563
14462524	CR44049	FBgn0264841
14462526	CR44022	FBgn0264792
14462527	CR44045	FBgn0264837
14462528	CR44046	FBgn0264838
14462529	CR44136	FBgn0264985
14462530	CR44041	FBgn0264833
14462531	CR44091	FBgn0264900
14462535	CR44100	FBgn0264909
14462536	CR44101	FBgn0264910
14462537	CG44102	FBgn0264911
14462539	CR44105	FBgn0264914
14462542	CR44125	FBgn0264956
14462543	CR44126	FBgn0264957
14462544	CR44127	FBgn0264958
14462545	CR44130	FBgn0264961
14462546	CR44131	FBgn0264980
14462547	CR43904	FBgn0264505
14462548	CR44161	FBgn0265044
14462549	CR43905	FBgn0264506
14462550	CR44164	FBgn0265049
14462551	CR44165	FBgn0265050
14462552	CR44166	FBgn0265051
14462553	CR44169	FBgn0265058
14462554	CR44170	FBgn0265059
14462556	CG43646	FBgn0263655
14462557	CG43647	FBgn0263656
14462558	CR44172	FBgn0265061
14462559	CR44200	FBgn0265095
14462560	CR44071	FBgn0264880
14462561	CR44201	FBgn0265096
14462563	CR44203	FBgn0265098
14462565	CR43723	FBgn0263967
14462566	CR44209	FBgn0265107
14462567	CR43724	FBgn0263970
14462568	CR44068	FBgn0264877
14462569	CR43651	FBgn0263660
14462570	CR44069	FBgn0264878
14462571	CR44070	FBgn0264879
14462573	CR44207	FBgn0265105
14462574	CR44208	FBgn0265106
14462575	CR43948	FBgn0264599
14462576	Ir47b	FBgn0265141
14462577	pre-lola-G	FBgn0264817
14462578	CR43771	FBgn0264271
14462579	CR43907	FBgn0264508
14462580	CR43900	FBgn0264501
